file_name,repo_name,file_path,file_url,commit_sha,p_language,actual_status,process_status
build.gradle,cryptoexamples/java-tink-cryptoexamples,build.gradle,/cryptoexamples/java-tink-cryptoexamples/blob/6f55884036faff2c870430c404bdab607f930988/build.gradle,6f55884036faff2c870430c404bdab607f930988,Gradle,1,0
build.gradle,katrielalex/capillary,lib-android/build.gradle,/katrielalex/capillary/blob/1f0d066937b0235c65fb88e3fa970f59337a1dd1/lib-android/build.gradle,1f0d066937b0235c65fb88e3fa970f59337a1dd1,Gradle,1,0
build.gradle,batuan/capillary-tidy,lib-android/build.gradle,/batuan/capillary-tidy/blob/26057335887b2248fd3df991130709bbdf62c039/lib-android/build.gradle,26057335887b2248fd3df991130709bbdf62c039,Gradle,1,0
build.gradle,google/capillary,lib-android/build.gradle,/google/capillary/blob/997986db7a4ace850d02fdfeb73f4c92807a11e2/lib-android/build.gradle,997986db7a4ace850d02fdfeb73f4c92807a11e2,Gradle,1,0
build.gradle,IgarashiTakashi/DemoChain,build.gradle,/IgarashiTakashi/DemoChain/blob/c0bae7d2b27c8c9b9dc21330ab91ebb036dddf81/build.gradle,c0bae7d2b27c8c9b9dc21330ab91ebb036dddf81,Gradle,1,0
build.gradle,google/capillary,lib/build.gradle,/google/capillary/blob/997986db7a4ace850d02fdfeb73f4c92807a11e2/lib/build.gradle,997986db7a4ace850d02fdfeb73f4c92807a11e2,Gradle,1,0
build.gradle,katrielalex/capillary,lib/build.gradle,/katrielalex/capillary/blob/1f0d066937b0235c65fb88e3fa970f59337a1dd1/lib/build.gradle,1f0d066937b0235c65fb88e3fa970f59337a1dd1,Gradle,1,0
build.gradle,batuan/capillary-tidy,lib/build.gradle,/batuan/capillary-tidy/blob/26057335887b2248fd3df991130709bbdf62c039/lib/build.gradle,26057335887b2248fd3df991130709bbdf62c039,Gradle,1,0
pom.xml,JFJun/Bytom-offline-sign-java,btm-sign-java/pom.xml,/JFJun/Bytom-offline-sign-java/blob/bdc62457213dbd65a461ed4385c8f60bc6e460a7/btm-sign-java/pom.xml,bdc62457213dbd65a461ed4385c8f60bc6e460a7,Maven POM,0,0
pom.xml,smtcrms/tink,examples/helloworld/java/pom.xml,/smtcrms/tink/blob/fb59790cf99b6267ab9959d5cab9c73044ac72d7/examples/helloworld/java/pom.xml,fb59790cf99b6267ab9959d5cab9c73044ac72d7,Maven POM,0,0
pom.xml,google/tink,examples/helloworld/java/pom.xml,/google/tink/blob/5b83639e97c4dbd97093060dd9ca47857306fd8d/examples/helloworld/java/pom.xml,5b83639e97c4dbd97093060dd9ca47857306fd8d,Maven POM,0,0
build.gradle,piotr-szybicki/tink,keyCreator/build.gradle,/piotr-szybicki/tink/blob/eba693e05bbdcf46e35a8cb77d4d16f9ca533a70/keyCreator/build.gradle,eba693e05bbdcf46e35a8cb77d4d16f9ca533a70,Gradle,0,0
pom.xml,insightiotest/go,maven/apps/paymentmethodtoken/pom.xml,/insightiotest/go/blob/5add0f822bca1a6bfab41b880b0ced812e7eeeaa/maven/apps/paymentmethodtoken/pom.xml,5add0f822bca1a6bfab41b880b0ced812e7eeeaa,Maven POM,0,0
build.gradle,google/capillary,tools/build.gradle,/google/capillary/blob/997986db7a4ace850d02fdfeb73f4c92807a11e2/tools/build.gradle,997986db7a4ace850d02fdfeb73f4c92807a11e2,Gradle,1,0
build.gradle,pupamanyu/beam-pipelines,BQToBQ/build.gradle,/pupamanyu/beam-pipelines/blob/70f1b8cf878c126494f69fba301497ecb54eb22d/BQToBQ/build.gradle,70f1b8cf878c126494f69fba301497ecb54eb22d,Gradle,0,0
